tipo_de_procedimiento,estado,codigo_sigaf,publicacion,cierre,ultima_actualizacion,alcaldia,detalles_procedimiento
COMPRA POR COTIZACION MENOR,Ejecución,,21/09/2023,22/09/2023 09:00:00 AM,12/12/2023 02:53:39 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Estructuras prefabricadas (30200000)
Compra de Kit Prefabricado para Vivienda"
COMPRA POR COTIZACION MENOR,Ejecución,,21/09/2023,22/09/2023 09:00:00 AM,15/11/2023 04:42:30 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Estructuras prefabricadas (30200000)
Compra de Kit de Prefabricado para Vivienda"
CONTRATACION SIMPLIFICADA,Ejecución,,04/09/2023,07/09/2023 03:30:00 PM,09/10/2023 08:02:53 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Jinotega Sector I (23 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,04/09/2023,07/09/2023 03:30:00 PM,11/10/2023 04:16:46 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Jinotega Sector II (23 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,04/09/2023,07/09/2023 03:30:00 PM,09/10/2023 08:22:47 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza Fase IX en el Municipio de Jinotega Sector III (23 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,20/07/2023,24/07/2023 10:00:00 AM,07/08/2023 05:15:31 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de Jinotega (14 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,10/07/2023,11/07/2023 09:00:00 AM,27/07/2023 09:01:35 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construccion de Viviendas de Interes Social"
CONTRATACION SIMPLIFICADA,Ejecución,,29/06/2023,03/07/2023 03:00:00 PM,07/07/2023 06:29:37 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza Fase VII en el Municipio de Jinotega (24 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,08/05/2023,10/05/2023 10:00:00 AM,16/05/2023 10:44:22 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construcción de Viviendas Extrema Pobreza Fase V en el Municipio de Jinotega (24 Viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,26/04/2023,28/04/2023 10:00:00 AM,12/05/2023 10:45:30 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construcción de Viviendas de Extrema Pobreza Alejandro José Espinales Herrera, en Jinotega Zona Norte (12 Viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,20/03/2023,22/03/2023 10:00:00 AM,30/03/2023 11:54:08 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
CONSTRUCCIÓN DE VIVIENDAS DE EXTREMA POBREZA ""ALEJANDRO JOSÉ ESPINALES HERRERA"", FASE III EN JINOTEGA ZONA CASCO URBANO (21 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,03/03/2023,07/03/2023 10:00:00 AM,14/03/2023 09:00:05 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construcción de viviendas de extrema pobreza ""Alejandro José Espinales Herrera"", fase III en Jinotega zona este, (24 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,28/02/2023,01/03/2023 08:15:00 AM,14/03/2023 09:21:53 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Parcelas de tierra (95100000)
Compra de Lotes para Ampliación de Parque de Feria"
CONTRATACION SIMPLIFICADA,Ejecución,,20/03/2023,21/03/2023 09:00:00 AM,12/04/2023 04:15:21 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construcción de Puente Vado Barrio Villa El Carmen - Linda Vista Sur"
CONTRATACION SIMPLIFICADA,Ejecución,,20/03/2023,21/03/2023 09:00:00 AM,12/04/2023 04:15:21 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construcción de Puente Vado Barrio Villa El Carmen - Linda Vista Sur"
CONTRATACION SIMPLIFICADA,Ejecución,,30/10/2023,31/10/2023 09:00:00 AM,29/11/2023 10:54:56 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios inmobiliarios (80130000)
Compra de Terreno para Ampliacion de Plaza en la Comunidad de Sarawaska"
CONTRATACION SIMPLIFICADA,Ejecución,,10/07/2023,11/07/2023 09:00:00 AM,27/07/2023 09:01:35 AM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Servicios de construcción general (72130000)
Construccion de Viviendas de Interes Social"
COMPRA POR COTIZACION MENOR,Ejecución,,26/09/2023,28/09/2023 09:00:00 AM,15/11/2023 04:49:10 PM,Jinotega (Alcaldía Jinotega) - Unidad de Adquisición JINOTEGA,"Equipo informático y accesorios (43210000)
Compra de Computadora con Programas Intalados"
CONTRATACION SIMPLIFICADA,Ejecución,,24/07/2023,26/07/2023 03:30:00 PM,31/07/2023 01:13:17 PM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Rafael del Norte sector II (17 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,17/07/2023,21/07/2023 03:30:00 PM,31/07/2023 11:10:29 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Rafael del Norte sector I (22 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,16/05/2023,18/05/2023 03:30:00 PM,25/05/2023 10:34:54 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza en el Municipio de San Rafael del Norte Sector 1.1 (15 Viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,21/04/2023,26/04/2023 10:00:00 AM,03/05/2023 09:43:22 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
CONSTRUCCIÓN DE VIVIENDAS CRO. LUIS AMADO PINEDA"
CONTRATACION SIMPLIFICADA,Ejecución,,23/03/2023,27/03/2023 03:30:00 PM,30/03/2023 02:42:08 PM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de Viviendas de Extrema Pobreza Fase IV en el Municipio De San Rafael del Norte (22 Viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,27/02/2023,01/03/2023 03:30:00 PM,11/03/2023 10:03:18 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de construcción de edificaciones residenciales (72110000)
Construcción de viviendas Cra. Aurora Rivera Castillo, en el municipio de San Rafael del Norte (23 viviendas)"
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2023,03/02/2023 11:00:00 AM,13/02/2023 09:27:49 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
I ETAPA ESTADIO DE BEISBOL - RELLENO DE TERRENO DE CAMPO"
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2023,03/02/2023 10:00:00 AM,13/02/2023 09:19:46 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
I ETAPA ESTADIO DE BEISBOL - CORTE DE TERRENO CAMPO"
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2023,03/02/2023 09:00:00 AM,13/02/2023 09:02:15 AM,Municipal San Rafael del Norte (AMSRN) - Unidad de Adquisición SAN RAFAEL DEL NORTE,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
I ETAPA ESTADIO DE BEISBOL - CONSTRUCCIÓN DE CAUCE Y CORTE DE TERRENO CAMPO"
CONTRATACION SIMPLIFICADA,Ejecución,,28/07/2023,01/08/2023 03:00:00 PM,08/08/2023 04:15:52 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de San José de Bocay (17 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,24/07/2023,26/07/2023 04:00:00 PM,10/11/2023 11:46:55 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de san José de Bocay sector I (17 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,21/07/2023,25/07/2023 11:00:00 AM,08/08/2023 04:21:16 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Construcción de viviendas de extrema pobreza fase VIII en el municipio de San José de Bocay sector II (17 viviendas)"
COMPRA POR COTIZACION MENOR,Ejecución,,20/07/2023,24/07/2023 10:00:00 AM,10/11/2023 08:58:05 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"CONSTRUCCIONES EN PROCESO (95900000)
Construcción de terrazas en lotificación Frank Tijerino (II Etapa): Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Jose de Bocay (17 Viviendas)."
COMPRA POR COTIZACION MENOR,Ejecución,,20/07/2023,24/07/2023 10:00:00 AM,10/11/2023 08:48:33 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Construcción de terrazas en lotificación Frank Tijerino(II Etapa) Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Josè de Bocay Sector 1 (17 Viviendas)."
CONTRATACION SIMPLIFICADA,Ejecución,,21/03/2023,23/03/2023 10:00:00 AM,30/03/2023 08:20:38 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
CONSTRUCCIÓN DE VIVIENDAS DE EXTREMA POBREZA FASE III EN EL MUNICIPIO DE SAN JOSE DE BOCAY SECTOR II, FRANK TIJERINO (15 viviendas)"
CONTRATACION SIMPLIFICADA,Ejecución,,02/03/2023,06/03/2023 10:00:00 AM,14/03/2023 08:24:39 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Construcción de viviendas de extrema pobreza fase III en el municipio de San José de Bocay sector I, (15 viviendas)"
COMPRA POR COTIZACION MENOR,Ejecución,,02/06/2023,06/06/2023 10:00:00 AM,26/06/2023 04:33:30 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Rehabilitacion de Camino Escuela Pinares – Lolo Villagra"
CONTRATACION SIMPLIFICADA,Ejecución,,05/10/2023,09/10/2023 10:00:00 AM,10/11/2023 11:50:39 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Vehículos de motor (25100000)
Contratación del Servicio de Acarreo de Material selecto para estabilizaciòn de calles en lotificación Frank Tijerino"
COMPRA POR COTIZACION MENOR,Ejecución,,20/07/2023,24/07/2023 10:00:00 AM,10/11/2023 08:58:05 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"CONSTRUCCIONES EN PROCESO (95900000)
Construcción de terrazas en lotificación Frank Tijerino (II Etapa): Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Jose de Bocay (17 Viviendas)."
COMPRA POR COTIZACION MENOR,Ejecución,,20/07/2023,24/07/2023 10:00:00 AM,10/11/2023 08:48:33 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Construcción de terrazas en lotificación Frank Tijerino(II Etapa) Construcción de viviendas de extrema pobreza fase VIII en el municipio de San Josè de Bocay Sector 1 (17 Viviendas)."
CONTRATACION SIMPLIFICADA,Ejecución,,19/01/2023,23/01/2023 10:00:00 AM,01/02/2023 11:13:45 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción pesada (72140000)
Compra de Terreno para Construir acceso a la Lotificación INVUR"
CONTRATACION SIMPLIFICADA,Ejecución,,28/08/2023,31/08/2023 10:00:00 AM,10/11/2023 11:49:34 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios inmobiliarios (80130000)
Compra de Terreno para el vertedero en San Josè de Bocay"
CONTRATACION SIMPLIFICADA,Ejecución,,31/03/2023,03/04/2023 10:00:00 AM,11/04/2023 12:40:41 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios inmobiliarios (80130000)
Compra de Terreno para el Acceso Vìal contiguo al Cementerio en la Microrregión de Ayapal"
CONTRATACION SIMPLIFICADA,Ejecución,,19/01/2023,23/01/2023 10:00:00 AM,01/02/2023 11:13:45 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción pesada (72140000)
Compra de Terreno para Construir acceso a la Lotificación INVUR"
COMPRA POR COTIZACION MAYOR,Ejecución,,27/10/2023,02/11/2023 09:00:00 AM,10/11/2023 11:22:10 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
Servicio de construcción de obra para el proyecto: Construccòn Terrazas para la Edificaciòn de escuelas en la comunidad ""LOS MOLEJONES y MONTECRISTO"""
COMPRA POR COTIZACION MENOR,Ejecución,,07/09/2023,11/09/2023 10:00:00 AM,13/09/2023 11:16:43 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Horticultura (70110000)
Servicio de construcción de obra para el proyecto:MEJORAMIENTO DE LOS CEMENTERIOS DE BOCAY"
COMPRA POR COTIZACION MENOR,Ejecución,,30/08/2023,01/09/2023 10:00:00 AM,05/09/2023 09:47:40 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Contratación del Servicio de Renta de Maquinaria para ejecutar el Proyecto: REVESTIMIENTO DE CAMINO PUENTE EL TIGRE-FINCA ESQUIPULAS (5Km)"
COMPRA POR COTIZACION MENOR,Ejecución,,30/08/2023,01/09/2023 10:00:00 AM,04/09/2023 09:26:16 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Componentes y sistemas de transporte (25170000)
Compra de motos para uso de CATASTRO y PROYECTO"
COMPRA POR COTIZACION MENOR,Ejecución,,30/08/2023,01/09/2023 10:00:00 AM,10/11/2023 09:16:47 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Contratación del Servicio de Renta de Maquinaria para ejecutar el Proyecto: REVESTIMIENTO DE CAMINO FINCA ESQUIPULAS-EMPALME WISISI (5Km)"
COMPRA POR COTIZACION MENOR,Ejecución,,02/08/2023,04/08/2023 10:00:00 AM,10/11/2023 09:03:23 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de mantenimiento y reparaciones de construcciones e instalaciones (72100000)
Compra de Equipo Topografico para Nivelaciòn, de uso en el Àrea de Proyectos de la Alcaldía Municipal de San José de Bocay."
CONTRATACION SIMPLIFICADA,Ejecución,,31/07/2023,02/08/2023 10:00:00 AM,10/11/2023 11:49:00 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Combustibles (15100000)
Compra de combustible para la ejecución del proyecto:Mejoramiento y Rehabilitacion de 2,200 metros de calles del sector urbano de Bocay."
COMPRA POR COTIZACION MENOR,Ejecución,,25/05/2023,29/05/2023 10:00:00 AM,31/05/2023 04:07:42 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Desarrollo y vigilancia de recursos hidráulicos (70170000)
Rehabilitaciòn del Pozo de Agua Potable en Ayapal-Proyecto Nuevo"
COMPRA POR COTIZACION MENOR,Ejecución,,17/05/2023,18/05/2023 10:00:00 AM,25/05/2023 10:17:54 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Vehículos de motor (25100000)
Contratación de Acarreo de Material selecto para proyectos de Escuelas LUZ DE CRISTO y ROSA SARMIENTO en San José de Bocay."
COMPRA POR COTIZACION MENOR,Ejecución,,14/04/2023,17/04/2023 10:00:00 AM,25/04/2023 10:01:06 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Contratación del Servicio de Renta de Maquinaria para ejecutar el Proyecto: Barrido de camino LOS ANGELES-SANTA TERESA,"
COMPRA POR COTIZACION MENOR,Ejecución,,14/04/2023,17/04/2023 10:00:00 AM,25/04/2023 10:01:35 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Contrataciòn del Servicio de Renta de Maquinaria para ejecutar el Proyecto: Barrido de camino SAN JOSE DE BOCAY-PAZ DE BOCAY"
COMPRA POR COTIZACION MENOR,Ejecución,,03/04/2023,07/04/2023 10:00:00 AM,11/04/2023 05:30:37 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Proyecto: Movimiento de Tierra en Lotificaciòn INVUR"
COMPRA POR COTIZACION MENOR,Ejecución,,30/03/2023,31/03/2023 10:00:00 AM,11/04/2023 02:56:03 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Vehículos de motor (25100000)
Contratación del Servicio de Transporte de Arena de Rìo para Proyecto de Agua Y Saneamiento en la comunidad de CUATRO ESQUINAS,San José de Bocay."
COMPRA POR COTIZACION MENOR,Ejecución,,30/03/2023,31/03/2023 10:00:00 AM,03/04/2023 12:07:49 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Alambres, cables y arneses (26120000)
Compra de CABLE DE ALUMINIO para instalaciòn del sistema Elèctrico del Proyecto de Casas ""FRANK TIJERINO"" de la Alcaldía de San José de Bocay"
LICITACION POR REGISTRO,Ejecución,,02/03/2023,17/03/2023 10:00:00 AM,10/11/2023 11:20:28 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Rehabilitación de camino Arenales 1-Arenales 2"
LICITACION POR REGISTRO,Ejecución,,15/02/2023,02/03/2023 10:00:00 AM,19/04/2023 03:35:04 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Rehabilitación de camino Pueblo Amado-El Casino"
COMPRA POR COTIZACION MENOR,Ejecución,,28/02/2023,01/03/2023 10:00:00 AM,11/04/2023 11:55:43 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Contrataciòn del Servicio de Renta de Maquinaria para ejecutar el Proyecto: Barrido de camino EL TORNO-SIBIWAS-SAN MARTIN DE DAKA"
LICITACION POR REGISTRO,Ejecución,,14/02/2023,01/03/2023 10:00:00 AM,19/04/2023 12:25:39 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto Rehabilitación de camino San Juan de Awaswas"
LICITACION POR REGISTRO,Ejecución,,14/02/2023,01/03/2023 09:00:00 AM,26/04/2023 09:22:04 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de Construcción de obra para el proyecto : Reahibilatción de Camino LA TUMBA-PUEBLO AMADO"
COMPRA POR COTIZACION MENOR,Ejecución,,28/02/2023,01/03/2023 08:00:00 AM,11/04/2023 11:30:04 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Maquinaria y equipo pesado de construcción (22100000)
Contrataciòn del Servicio de Renta de Maquinaria para ejecutar el Proyecto: Barrido de camino DELIRIO DE WINA-BUENOS AIRES DE WINA"
COMPRA POR COTIZACION MENOR,Ejecución,,16/02/2023,20/02/2023 10:00:00 AM,19/04/2023 03:54:59 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto Barrido de camino LA KAYSIWAS-LINDA VISTA"
COMPRA POR COTIZACION MENOR,Ejecución,,16/02/2023,20/02/2023 10:00:00 AM,19/04/2023 03:54:06 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de camino LA TORTUGA-PLICITO(20KM)"
COMPRA POR COTIZACION MENOR,Ejecución,,15/02/2023,17/02/2023 10:00:00 AM,19/04/2023 03:52:00 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de camino EL TIGRE-EL GUAYABO"
COMPRA POR COTIZACION MENOR,Ejecución,,15/02/2023,17/02/2023 10:00:00 AM,19/04/2023 03:51:25 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Vehículos de motor (25100000)
Renta de Tractor para ejecutar el Proyecto: Barrido de camino DELIRIO DE WINA-POTRERONES-EL CASTRILLO"
COMPRA POR COTIZACION MENOR,Ejecución,,15/02/2023,17/02/2023 10:00:00 AM,19/04/2023 03:52:39 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de camino YUPUWAS-TORTUGA-LAKUS(40KM)"
LICITACION POR REGISTRO,Ejecución,,27/01/2023,11/02/2023 10:00:00 AM,19/04/2023 12:22:00 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de Construcción de obra para el proyecto : Rehabilitación de Camino TOPE WISISI-WASTARY (10KM)"
LICITACION POR REGISTRO,Ejecución,,27/01/2023,11/02/2023 10:00:00 AM,19/04/2023 12:21:14 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de Construcción de obra para el proyecto : Reahibilatción de Camino RUNFLIN(18km)"
CONTRATACION SIMPLIFICADA,Ejecución,,06/02/2023,10/02/2023 10:00:00 AM,10/11/2023 11:21:10 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Combustibles (15100000)
Contratación del servicio de Suministro de Combustible para la Ejecución del Proyecto: Rehabilitación de Camino AYAPAL-LA TUMBA"
CONTRATACION SIMPLIFICADA,Ejecución,,06/02/2023,10/02/2023 10:00:00 AM,10/11/2023 11:22:35 AM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Combustibles (15100000)
Contratación del servicio de Suministro de Combustible para la Ejecución del Proyecto: Rehabilitación de Camino TORNO-SIBIWAS-SAN MARTIN DE DAKA(70KM)"
CONTRATACION SIMPLIFICADA,Ejecución,,06/02/2023,10/02/2023 10:00:00 AM,10/02/2023 05:36:59 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Combustibles (15100000)
Contratación del servicio de Suministro de Combustible para la Ejecución del Proyecto: Rehabilitación de Camino casa base EL BAMBÚ-LOS ANGELES"
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2023,01/02/2023 10:00:00 AM,19/04/2023 03:43:40 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de camino WASTARY-CHILAMATE KUM(15KM)"
COMPRA POR COTIZACION MENOR,Ejecución,,30/01/2023,01/02/2023 10:00:00 AM,19/04/2023 03:44:08 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de camino WISISI-TOPE DE WASTARY(10KM)"
COMPRA POR COTIZACION MENOR,Ejecución,,23/01/2023,25/01/2023 10:00:00 AM,19/04/2023 03:40:26 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de Camino SAN LUIS- LA CORONA-EL TORO"
COMPRA POR COTIZACION MENOR,Ejecución,,23/01/2023,25/01/2023 10:00:00 AM,19/04/2023 03:39:21 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Servicios de construcción general (72130000)
Servicio de construcción de obra para el proyecto: Barrido de Camino LA CAMALEONA-EL TRIUNFO-SAN PABLO"
CONTRATACION SIMPLIFICADA,Ejecución,,19/01/2023,23/01/2023 10:00:00 AM,19/04/2023 12:22:36 PM,San José de Bocay (Alcaldía San José de Bocay) - Unidad de Adquisición SAN JOSE DE BOCAY,"Combustibles (15100000)
Contratación del servicio de Suministro de Combustible para la Ejecución del Proyecto: Rehabilitación de Camino EL NARANJITO-TITO BENAVIDEZ"
